Identificador;Fecha reporte;Localidad;Barrio;Upz;Dirección;Tipo de afectación
5407754;4/12/2022;1 Usaquen;EL PANUELITO;N/A;KR 3 BIS 127B 14;Daño en redes de servicio públicos gas
5407755;4/12/2022;7 Bosa;SAN PABLO II SECTOR;N/A;CL 68 SUR 77J 70;Animales Peligrosos
5407756;4/12/2022;7 Bosa;SAN BERNARDINO;N/A;KR 96 81 SUR 19;Animales Peligrosos
5407757;4/12/2022;11 Suba;IBERIA;N/A;AK 72 134 0;Caida de árbol
5407758;4/12/2022;2 Chapinero;CHICO NORTE;N/A;KR 9 94 0;Caida de árbol
5407759;4/12/2022;10 Engativa;BOCHICA II;N/A;CL 86 102 61;Conato de incendio
5407760;5/12/2022;2 Chapinero;BOSQUE CALDERON;N/A;KR 6 53 26;Rescate en Espacios Confinados - En Ascensores
5407761;5/12/2022;18 Rafael Uribe Uribe;SAN JORGE;N/A;DG 40 SUR 12A 52;Daño en redes de servicio públicos energía
5407762;5/12/2022;1 Usaquen;SAN ANTONIO NORTE;N/A;KR 8 180 48;Derrame de aceite o gasolina en vía pública
5407763;5/12/2022;19 Ciudad Bolivar;LA CARBONERA II;N/A;KR 73J 68 SUR 23;Daño en redes de servicio públicos acueducto
5407764;5/12/2022;1 Usaquen;SANTA ANA ORIENTAL;N/A;KR 3 109 79;Caida de árbol
5407765;5/12/2022;4 San Cristobal;LA PENINSULA;N/A;CL 48 SUR 0 ESTE 21;Animales Peligrosos
5407766;5/12/2022;10 Engativa;LAS FERIAS;N/A;KR 69 74B 08;Riesgo de colapso estructural
5407767;5/12/2022;7 Bosa;CONDOMINIOS DEL RECREO;N/A;CL 72 SUR 95 12;Daño en redes de servicio públicos gas
5407768;5/12/2022;11 Suba;LAS VILLAS SECTOR II;N/A;KR 59B BIS 128B 7;Daño en redes de servicio públicos energía
5407769;5/12/2022;8 Kennedy;NUEVA MARSELLA I SECTOR;N/A;KR 69F 5;Daño en redes de servicio públicos energía
5407770;5/12/2022;1 Usaquen;PRADOS DE LA CALLEJA;N/A;CL 128B 19 55;Conato de incendio
5407771;5/12/2022;11 Suba;NUEVA TIBABUYES;N/A;CL 129D 121C 51;Daño en redes de servicio públicos gas
5407772;5/12/2022;10 Engativa;BOLIVIA;N/A;KR 107 81 68;Riesgo de colapso estructural
5407773;5/12/2022;1 Usaquen;TOLEDO;N/A;CL 131A 9 80;Colapso de estructura
5407774;5/12/2022;19 Ciudad Bolivar;COMPARTIR;N/A;DG 65 A BIS SUR 18 P 02;Fenómeno de Remoción en Masa
5407775;5/12/2022;10 Engativa;CENTRO ENGATIVA II - LITUANIA;N/A;TV 113C 67B 55;Daño en redes de servicio públicos alcantarillado
5407776;5/12/2022;19 Ciudad Bolivar;SIERRA MORENA;N/A;KR 73 69F SUR 0;Daño en redes de servicio públicos gas
5407777;5/12/2022;5 Usme;LA MORENA II;N/A;CL 54J SUR 0 ESTE 14;Daño en redes de servicio públicos acueducto
5407778;5/12/2022;10 Engativa;LA SERENA;N/A;CL 90A 76B 9;Daño en redes de servicio públicos gas
5407779;5/12/2022;10 Engativa;NORMANDIA;N/A;KR 70D CL 48;Caida de árbol - Pérdida de verticalidad de árbol
5407780;5/12/2022;11 Suba;EL IMPERIO;N/A;KR 94B 130A 24;Incendio Estructuras
5407781;5/12/2022;2 Chapinero;URB. BELVEDERE;N/A;AK 3 43 0(60);Caida de árbol - Pérdida de verticalidad de árbol
5407782;5/12/2022;12 Barrios Unidos;LOS ANDES;N/A;KR 61A 90 24;Daño en redes de servicio públicos gas
5407783;5/12/2022;19 Ciudad Bolivar;ARBORIZADORA ALTA;N/A;DG 69G SUR 38 7;Riesgo de Fenómeno de remoción en masa
5407784;5/12/2022;19 Ciudad Bolivar;SAN JOAQUIN;N/A;KR 17F 74A SUR 15;Rescate en Espacios Confinados - En Zanjas
5407785;5/12/2022;8 Kennedy;VILLA ALSACIA CIUDADELA;N/A;CL 12A 71B 41;Escape de gas
5407787;5/12/2022;2 Chapinero;SIERRAS DEL CHICO;N/A;AK 7 95;Quemas
5407788;5/12/2022;2 Chapinero;CHICO ORIENTAL;N/A;DG 92 4A 23;Caida de árbol
5407789;5/12/2022;16 Puente Aranda;PRIMAVERA NORTE - SAN FRANCISCO;N/A;TV 42 5B 49;Caida de árbol - Caída de ramas
5407790;5/12/2022;7 Bosa;BRASIL II SECTOR;N/A;CL 49 SUR 88G 95;Daño en redes de servicio públicos acueducto
5407791;5/12/2022;19 Ciudad Bolivar;JERUSALEN LAS BRISAS;N/A;KR 45A 75A SUR 22;Animales Peligrosos
5407792;5/12/2022;7 Bosa;LA LIBERTAD III SECTOR;N/A;CL 63 SUR 87N 15;Daño en redes de servicio públicos energía
5407793;5/12/2022;19 Ciudad Bolivar;GUADALUPE;N/A;AC 57R 66 SUR 60;Daño en redes de servicio públicos energía
5407794;5/12/2022;2 Chapinero;CHAPINERO CENTRAL;N/A;KR 13 54 74;Daño en redes de servicio públicos gas
5407795;5/12/2022;4 San Cristobal;ALTAMIRA;N/A;KR 13B ESTE 43B SUR 45;Daño en redes de servicio públicos gas
5407796;5/12/2022;7 Bosa;SAN BERNARDINO;N/A;KR 87 73F SUR 18;Animales Peligrosos
5407797;5/12/2022;3 Santa Fe;VERACRUZ;N/A;AK 10 16 0;Animales Peligrosos
5407798;5/12/2022;7 Bosa;BRASIL;N/A;CL 53A SUR 89A 39;Animales Peligrosos
5407799;5/12/2022;7 Bosa;VILLA KAREN;N/A;CL 54C SUR 98 51;Animales Peligrosos
5407800;5/12/2022;15 Antonio Nariño;RESTREPO OCCIDENTAL;N/A;AC 22 SUR 26 40;Animales Peligrosos
5407801;5/12/2022;9 Fontibon;EL CUCO LA ESTANCIA;N/A;CL 16F 97 64;Animales Peligrosos
5407802;5/12/2022;9 Fontibon;INTERNACIONAL;N/A;KR 112 23 5;Caida de árbol
5407803;5/12/2022;5 Usme;BRASILIA SUR;N/A;KR 10 72A SUR 0;Quemas - Basuras
5407804;5/12/2022;4 San Cristobal;SURAMERICA;N/A;DG 25C SUR 3 15;Daño en redes de servicio públicos energía
5407805;5/12/2022;1 Usaquen;LAS_MARGARITAS;N/A;AK 45 149 4;Animales Peligrosos
5407806;5/12/2022;15 Antonio Nariño;RESTREPO OCCIDENTAL;N/A;AC 22 SUR 26 38;Animales Peligrosos
5407807;5/12/2022;2 Chapinero;LA CABRERA;N/A;KR 8 87 49;Conato de incendio
5407808;5/12/2022;11 Suba;NIZA SUR;N/A;TV 60 125 29;Daño en redes de servicio públicos acueducto
5407809;5/12/2022;6 Tunjuelito;VENECIA;N/A;DG 52A SUR 53A 92;Animales Peligrosos
5407810;5/12/2022;5 Usme;EL NUEVO PORTAL;N/A;DG 98 SUR 7C ESTE 0;Animales Peligrosos
5407811;5/12/2022;5 Usme;EL NUEVO PORTAL;N/A;DG 98B SUR 6F ESTE 36;Animales Peligrosos
5407812;5/12/2022;11 Suba;URB. LA MANUELITA;N/A;CL 129 88 44;Animales Peligrosos
5407813;5/12/2022;8 Kennedy;CARVAJAL;N/A;KR 70 21 SUR 53;Animales Peligrosos
5407814;5/12/2022;1 Usaquen;SANTA ANA ORIENTAL;N/A;CL 111 2 0;Caida de árbol
5407815;5/12/2022;2 Chapinero;TV 23 93 23;N/A;TV 23 93 23;Quemas
5407816;5/12/2022;11 Suba;CALATRAVA;N/A;CL 127A BIS 89;Daño en redes de servicio públicos gas
5407817;5/12/2022;10 Engativa;VILLAS DE GRANADA;N/A;KR 109A 80A 5;Caida de árbol
5407818;5/12/2022;9 Fontibon;URB. AVENIDA CENTENARIO;N/A;DG 16B 106 65;Animales Peligrosos
5407819;5/12/2022;19 Ciudad Bolivar;VISTA HERMOSA;N/A;KR 20 71C SUR 7;Animales Peligrosos
5407820;5/12/2022;19 Ciudad Bolivar;ISMAEL PERDOMO;N/A;CL 63A SUR 70G 80;Animales Peligrosos
5407821;5/12/2022;10 Engativa;MOLINO DEL VIENTO;N/A;KR 103A 75A 30;Conato de incendio
5407822;5/12/2022;5 Usme;CIUDADELA DE USME LA ESPERANZA I ETAPA;N/A;CL 138A SUR 14I 39;Animales Peligrosos
5407823;5/12/2022;17 La Candelaria;SANTA BARBARA;N/A;CL 6A 5 0;Daño en redes de servicio públicos acueducto
5407824;5/12/2022;19 Ciudad Bolivar;ALTOS DE JALISCO;N/A;DG 62A SUR 18N 60;Daño en redes de servicio públicos acueducto
5407825;5/12/2022;16 Puente Aranda;PUENTE ARANDA;N/A;CL 17 55 0;Daño en redes de servicio públicos alcantarillado
5407826;5/12/2022;16 Puente Aranda;SANTA ISABEL;N/A;AC 3 31 1;Daño en redes de servicio públicos acueducto
5407827;5/12/2022;17 La Candelaria;EGIPTO;N/A;KR 4 ESTE 10 2;Incendio Vehicular
5407828;5/12/2022;9 Fontibon;EL TRIUNFO;N/A;AV ESPERANZA 107;Desechos en via pública
5407829;5/12/2022;1 Usaquen;EL PAÑUELITO;N/A;KR 3A 127 84;Caida de árbol - Pérdida de verticalidad de árbol
5407830;5/12/2022;19 Ciudad Bolivar;URB. LAS QUINTAS;N/A;CUADRA CL 71 SUR 17A 0;Animales Peligrosos
5407831;5/12/2022;10 Engativa;SANTA ROSITA;N/A;CL 75 95 4;Conato de incendio
5407832;5/12/2022;8 Kennedy;TIMIZA;N/A;KR 72P 40 SUR 16;Animales Peligrosos
5407833;5/12/2022;5 Usme;NUEVO SAN ANDRES DE LOS ALTOS;N/A;KR 14L 69 SUR & CL 69A BIS SUR 14C;Quemas - Basuras
5407834;5/12/2022;12 Barrios Unidos;LA LIBERTAD;N/A;KR 60 77 38;Colapso de estructura
5407835;6/12/2022;14 Los Martires;EL PROGRESO;N/A;AC 6 19 45;Incendio Vehicular
5407836;6/12/2022;9 Fontibon;EL TINTAL A.S.D.;N/A;KR 103 74A 0;Daño en redes de servicio públicos energía
5407837;6/12/2022;10 Engativa;QUIRIGUA;N/A;CL 90 91 0;Accidente de tránsito
5407838;6/12/2022;12 Barrios Unidos;JUAN XXIII;N/A;KR 27 78 63;Daño en redes de servicio públicos acueducto
5407839;6/12/2022;9 Fontibon;EL TINTAL A.S.D.;N/A;AK 86 17 1;Daño en redes de servicio públicos energía
5407840;6/12/2022;11 Suba;EL CARMEN;N/A;CL 129B 95A 53;Daño en redes de servicio públicos energía
5407841;6/12/2022;4 San Cristobal;SANTA INES;N/A;KR 7 ESTE 30 15;Colapso de estructura
5407842;6/12/2022;7 Bosa;VILLA NHORA;N/A;KR 78 BIS A 58I SUR 57;Daño en redes de servicio públicos alcantarillado
5407843;6/12/2022;10 Engativa;BACHUE;N/A;KR 95 90A 0;Conato de incendio
5407844;6/12/2022;11 Suba;CIUDAD JARDIN;N/A;TV 76 131 90;Caida de árbol - Pérdida de verticalidad de árbol
5407845;6/12/2022;13 Teusaquillo;ALFONSO LOPEZ;N/A;CL 51 25 0;Daño en redes de servicio públicos acueducto
5407846;6/12/2022;3 Santa Fe;LAS AGUAS;N/A;KR 1 20 53;Caida de árbol - Pérdida de verticalidad de árbol
5407847;6/12/2022;4 San Cristobal;NUEVA ROMA;N/A;CL 52 BIS SUR KR 4 ESTE;Desorden Civil
5407848;6/12/2022;10 Engativa;LOS CEREZOS;N/A;KR 87 A 84 A 05;Daño o falla estructural
5407849;6/12/2022;2 Chapinero;CHICO NORTE;N/A;KR 11 93 0;Daño en redes de servicio públicos acueducto
5407850;6/12/2022;7 Bosa;ANTONIA SANTOS;N/A;KR 81F 66 SUR 14;Daño en redes de servicio públicos alcantarillado
5407851;6/12/2022;19 Ciudad Bolivar;REPUBLICA DE CANADA;N/A;CL 81G SUR 18R;Daño en redes de servicio públicos alcantarillado
5407852;6/12/2022;10 Engativa;NORMANDIA OCCIDENTAL;N/A;AC 53 No. 74A-94;Hallazgo de materiales peligrosos
5407853;6/12/2022;1 Usaquen;URB. EL CEBADERO;N/A;KR 111A 152G 15;Animales Peligrosos
5407854;6/12/2022;3 Santa Fe;LA ALAMEDA;N/A;KR 13A 22 60;Animales Peligrosos
5407855;6/12/2022;8 Kennedy;LAS BRISAS;N/A;CL 42 SUR 90 0;Animales Peligrosos
5407856;6/12/2022;8 Kennedy;VILLA DE LA TORRE II;N/A;KR 81I 42B SUR 7;Animales Peligrosos
5407857;6/12/2022;4 San Cristobal;SAN MARTIN DE LOBA;N/A;KR 2 ESTE 41B SUR 53;Encharcamiento
5407858;6/12/2022;3 Santa Fe;EL DORADO 2;N/A;CL 3 SUR 6A ESTE 24;Encharcamiento
5407859;6/12/2022;4 San Cristobal;SAN MARTIN DE LOBA;N/A;KR 1 BIS 43 SUR 5;Daño en redes de servicio públicos alcantarillado
5407860;6/12/2022;4 San Cristobal;SAN MARTIN DE LOBA;N/A;KR 1 BIS 43 SUR 5;Encharcamiento
5407861;6/12/2022;12 Barrios Unidos;JUAN XXIII;N/A;CL 78 26 5;Daño en redes de servicio públicos energía
5407862;6/12/2022;16 Puente Aranda;OSPINA PEREZ;N/A;CL 39A SUR 51A 16;Daño en redes de servicio públicos energía
5407863;6/12/2022;1 Usaquen;EL PANUELITO;N/A;KR 3 BIS 127B 14;Escape de gas
5407864;6/12/2022;8 Kennedy;EL PARAISO;N/A;CL 38D SUR 90A 96;Daño en redes de servicio públicos energía
5407865;6/12/2022;14 Los Martires;LA ESTANZUELA_;N/A;DG 7 19 13;Daño en redes de servicio públicos energía
5407866;6/12/2022;15 Antonio Nariño;SAN ANTONIO;N/A;KR 19 5 SUR 0;Daño en redes de servicio públicos gas
5407867;6/12/2022;4 San Cristobal;LAS BRISAS;N/A;KR 4 0 SUR 38;Daño en redes de servicio públicos gas
5407868;6/12/2022;7 Bosa;SANTIAGO DE LAS ATALAYAS;N/A;CL 62B SUR 97B 0;Daño en redes de servicio públicos gas
5407869;6/12/2022;11 Suba;LA VICTORIA NORTE;N/A;KR 53 150 0;Daño en redes de servicio públicos energía
5407870;6/12/2022;6 Tunjuelito;ISLA DEL SOL;N/A;CL 67B SUR 64 40;Daño en redes de servicio públicos energía
5407871;6/12/2022;1 Usaquen;CAOBOS SALAZAR URB. CAPRI I Y II SECTOR;N/A;KR 14 150 0;Daño en redes de servicio públicos energía
5407872;6/12/2022;10 Engativa;PALO BLANCO;N/A;CL 71 70B 28;Animales Peligrosos
5407873;6/12/2022;2 Chapinero;ROSALES;N/A;CL 79B 4 26;Daño en redes de servicio públicos energía
5407874;6/12/2022;3 Santa Fe;VÍA A CHOACHI K11+800;N/A;VÍA A CHOACHI K11+800;Fenómeno de Remoción en Masa
5407875;6/12/2022;19 Ciudad Bolivar;LUCERO SUR BAJO;N/A;CL 69A SUR 17J 49;Daño en redes de servicio públicos energía
5407876;6/12/2022;1 Usaquen;SAN PATRICIO;N/A;KR 18 113 7;Conato de incendio
5407877;6/12/2022;11 Suba;LA ESTRELLA II;N/A;KR 126 130 51;Daño en redes de servicio públicos gas
5407878;6/12/2022;11 Suba;CANTAGALLO - CARMEL CLUB CAMPESTRE;N/A;AC 153 50 0;Caida de árbol
5407879;6/12/2022;1 Usaquen;EL CONTADOR;N/A;KR 15 141 9;Daño en redes de servicio públicos alcantarillado
5407881;6/12/2022;8 Kennedy;FLORESTA DEL SUR;N/A;AK 68 4 SUR 27;Daño en redes de servicio públicos gas
5407882;6/12/2022;19 Ciudad Bolivar;LUCERO SUR BAJO;N/A;CL 69A SUR 17G 0;Daño en redes de servicio públicos energía
5407883;6/12/2022;11 Suba;VILLA ELISA;N/A;KR 91 137 59;Conato de incendio
5407884;6/12/2022;18 Rafael Uribe Uribe;RINCON DE LOS MOLINOS;N/A;KR 5Y 49B SUR 5;Daño en redes de servicio públicos energía
5407885;6/12/2022;1 Usaquen;CHICO NORTE;N/A;CL 103 17 53;Daño en redes de servicio públicos energía
5407886;6/12/2022;11 Suba;NUEVA TIBABUYES;N/A;KR 121 128B 52;Daño en redes de servicio públicos gas
5407887;6/12/2022;1 Usaquen;CAOBOS SALAZAR;N/A;KR 11 146 91;Daño en redes de servicio públicos acueducto
5407888;6/12/2022;7 Bosa;VILLAS DEL PREGRESO;N/A;KR 89B 72 SUR 0;Daño en redes de servicio públicos energía
5407889;6/12/2022;10 Engativa;BACHUE II;N/A;KR 94P 90 8;Daño en redes de servicio públicos energía
5407890;6/12/2022;1 Usaquen;BARRANCAS NORTE;N/A;CL 158 8F 34;Daño en redes de servicio públicos alcantarillado
5407891;6/12/2022;7 Bosa;EL RECUERDO II;N/A;KR 107 58 SUR 24;Daño en redes de servicio públicos acueducto
5407892;6/12/2022;1 Usaquen;PRADO SUR;N/A;KR 45&CL 128;Caida de árbol
5407893;6/12/2022;13 Teusaquillo;TEUSAQUILLO;N/A;DG 40A 8 91;Daño en redes de servicio públicos alcantarillado
5407894;7/12/2022;2 Chapinero;EL PARAISO;N/A;TV 7 ESTE 39 44;Caida de árbol
5407896;7/12/2022;14 Los Martires;SANTAFE;N/A;R 18 BIS 23 0;Incendio Estructuras
5407897;7/12/2022;10 Engativa;NORMANDIA OCCIDENTAL;N/A;CL 52B 74B 28;Daño en redes de servicio públicos energía
5407898;7/12/2022;1 Usaquen;CEDRO NARVAEZ;N/A;CL 143 9 80;Daño en redes de servicio públicos alcantarillado
5407899;7/12/2022;7 Bosa;CARBONEL;N/A;CL 71 SUR 72;Conato de incendio
5407900;7/12/2022;10 Engativa;BOYACA;N/A;CL 71 73A 44;Fuga de sustancias químicas peligrosas
5407901;7/12/2022;3 Santa Fe;KM 3 VIA CHOACHI;N/A;KM 3 VIA CHOACHI;Caida de árbol
5407902;7/12/2022;1 Usaquen;TORCA;N/A;AK 45 223;Caida de árbol
5407903;7/12/2022;4 San Cristobal;SAN JERONIMO;N/A;AV CIRCUNVALAR 13 SUR;Fenómeno de Remoción en Masa
5407904;7/12/2022;1 Usaquen;SAGRADO CORAZON;N/A;CL120 4%;Accidente de tránsito
5407905;7/12/2022;10 Engativa;CIUDAD BACHUE;N/A;CL 82 94L 81;Daño en redes de servicio públicos energía
5407906;7/12/2022;18 Rafael Uribe Uribe;SAN MARTIN;N/A;CL 49C BIS SUR 3 ESTE 15;Fenómeno de Remoción en Masa
5407907;7/12/2022;11 Suba;VILLA DE LAS FLORES;N/A;CL 132 144A 0(44);Caida de árbol
5407908;7/12/2022;2 Chapinero;SIBERIA;N/A;TV 1 ESTE 54A 4;Caida de árbol
5407909;7/12/2022;16 Puente Aranda;LA PRIMAVERA;N/A;CL 4F 39B 20;Rescate en Espacios Confinados - En Ascensores
5407910;7/12/2022;1 Usaquen;LA CAROLINA;N/A;AC 127 9 0;Caida de árbol
5407911;7/12/2022;4 San Cristobal;GUACAMAYAS;N/A;KR 2J 37B SUR 13;Colapso de estructura
5407912;7/12/2022;7 Bosa;VILLA DEL RIO;N/A;CL 63 SUR 57B;Daño en redes de servicio públicos energía
5407913;7/12/2022;19 Ciudad Bolivar;BRISAS DEL VOLADOR;N/A;BRISAS DEL VOLADOR;Fenómeno de Remoción en Masa
5407914;7/12/2022;12 Barrios Unidos;LA CASTELLANA - URB. PASEO DE LA CASTELLANA;N/A;CL 90 49A 44;Caida de árbol
5407915;7/12/2022;5 Usme;CENTRO USME;N/A;KR 14 135A SUR 41;Daño en redes de servicio públicos alcantarillado
5407916;7/12/2022;16 Puente Aranda;ORTEZAL;N/A;AC 20 44 0;Caida de árbol - Pérdida de verticalidad de árbol
5407917;7/12/2022;1 Usaquen;MONTEARROYO;N/A;KR 7 140 8;Fenómeno de Remoción en Masa
5407918;7/12/2022;10 Engativa;LOS ANGELES 2;N/A;KR 96 66 45;Caida de árbol - Pérdida de verticalidad de árbol
5407919;7/12/2022;2 Chapinero;EL REFUGIO;N/A;KR 3 86 3;Caida de árbol
5407920;7/12/2022;4 San Cristobal;SAN RAFAEL SUR ORIENTAL;N/A;CL 58 SUR 15 ESTE 17;Caida de árbol - Pérdida de verticalidad de árbol
5407921;7/12/2022;17 La Candelaria;EGIPTO;N/A;AK 1 ESTE 11 0;Caida de árbol
5407922;7/12/2022;11 Suba;VILLA DE LAS FLORES;N/A;CL 132 144A 25;Caida de árbol
5407923;7/12/2022;11 Suba;URB. PLAZA BAVIERA;N/A;KR 48 174B 67;Caida de árbol
5407925;7/12/2022;15 Antonio Nariño;RESTREPO OCCIDENTAL;N/A;CL 15 SUR 24G 31;Daño en redes de servicio públicos energía
5407926;7/12/2022;3 Santa Fe;EL MIRADOR;N/A;CL 1A 2A ESTE 59;Fenómeno de Remoción en Masa
5407927;7/12/2022;1 Usaquen;SANTA BARBARA;N/A;CL 113 9 0;Caida de árbol
5407928;7/12/2022;10 Engativa;LOS MONJES;N/A;CL 52B 85K 0;Caida de árbol - Caída de ramas
5407929;7/12/2022;11 Suba;SUBA;N/A;CL 129 KR 59 C;Caida de árbol
5407930;7/12/2022;10 Engativa;LA FAENA;N/A;CL 70A BIS A 117A 16;Caida de árbol - Pérdida de verticalidad de árbol
5407931;7/12/2022;1 Usaquen;VILLAS DE ARANJUEZ;N/A;DG 167 12 69;Caida de árbol
5407932;7/12/2022;2 Chapinero;BOSQUES DE KARON;N/A;KR 1 93 50;Fenómeno de Remoción en Masa
5407933;7/12/2022;12 Barrios Unidos;JORGE ELIECER GAITAN;N/A;KR 58 80 25;Caida de árbol
5407934;7/12/2022;12 Barrios Unidos;JORGE ELIECER GAITAN;N/A;KR 58 80 25;Caida de árbol
5407935;7/12/2022;5 Usme;TOCAIMITA ORIENTAL;N/A;KR 10B BIS ESTE 88J SUR 13;Riesgo de Fenómeno de remoción en masa
5407936;7/12/2022;2 Chapinero;PARDO RUBIO;N/A;KR 3 ESTE 47A 15;Fenómeno de Remoción en Masa
5407937;7/12/2022;16 Puente Aranda;TEJAR;N/A;CL 29 SUR 52B 68;Poda y Tala
5407938;7/12/2022;11 Suba;COLPATRIA SANTA HELENA II SECTOR;N/A;KR 57A 145 80;Caida de árbol
5407939;7/12/2022;11 Suba;SALAMANCA Y CATALAYUD;N/A;CL 145 76 86;Caida de árbol
5407941;7/12/2022;3 Santa Fe;LAS CRUCES;N/A;CL 1D 7 87;Riesgo de colapso estructural
5407942;7/12/2022;5 Usme;BRASILIA SUR;N/A;CL 74A SUR 14 27;Daño en redes de servicio públicos energía
5407943;7/12/2022;16 Puente Aranda;PENSILVANIA;N/A;AK 30 6 1;Quemas
5407944;7/12/2022;5 Usme;VILLA ANITA III;N/A;CL 114A SUR 10 69;Conato de incendio
5407945;7/12/2022;10 Engativa;VILLAS DE GRANADA;N/A;KR 112 73A 54;Daño en redes de servicio públicos gas
5407946;7/12/2022;19 Ciudad Bolivar;LUCERO BAJO;N/A;DG 64A BIS SUR 17N;Derrame de aceite o gasolina en vía pública
5407947;7/12/2022;2 Chapinero;EL REFUGIO;N/A;KR 4 87 97;Fenómeno de Remoción en Masa
5407948;7/12/2022;16 Puente Aranda;PUENTE ARANDA;N/A;CL 129C 72;Daño en redes de servicio públicos acueducto
5407949;7/12/2022;6 Tunjuelito;SAN VICENTE FERRER;N/A;CL 54A SUR 34 51;Daño en redes de servicio públicos energía
5407951;7/12/2022;5 Usme;SERRANIAS;N/A;KR 6 96 SUR 82;Quemas - Basuras
5407952;7/12/2022;11 Suba;IBERIA - GRANADA;N/A;AC 134 58 1;Daño en redes de servicio públicos acueducto
5407953;7/12/2022;19 Ciudad Bolivar;CANDELARIA LA NUEVA;N/A;CL 62B SUR 33 25;Quemas - Basuras
5407954;7/12/2022;13 Teusaquillo;PABLO VI ETAPA I;N/A;CL 57A 53 27;Conato de incendio
5407955;7/12/2022;19 Ciudad Bolivar;ARBOLIZADORA ALTA;N/A;KR 35 72D SUR 28;Daño en redes de servicio públicos gas
5407956;7/12/2022;7 Bosa;LOS LAURELES;N/A;CL 76 SUR 80M 25;Daño en redes de servicio públicos gas
5407957;7/12/2022;18 Rafael Uribe Uribe;LAS LOMAS;N/A;KR 10 38 SUR 4;Quemas
5407958;7/12/2022;7 Bosa;JORGE URIBE BOTERO;N/A;KR 82B 54B SUR 11;Incendio Estructuras
5407959;7/12/2022;8 Kennedy;CASTILLA REAL;N/A;KR 79 10D 95;Incendio Estructuras
5407960;7/12/2022;19 Ciudad Bolivar;VISTA HERMOSA_;N/A;KR 18J BIS A 68A SUR 28;Daño en redes de servicio públicos gas
5407961;7/12/2022;11 Suba;MAZUREN;N/A;AUTOPISTA NORTE 153;Caida de árbol
5407962;7/12/2022;8 Kennedy;NUEVA YORK;N/A;KR 68K 39 SUR 53;Conato de incendio
5407963;7/12/2022;4 San Cristobal;LA GLORIA;N/A;KR 3C ESTE 43B SUR 7;Conato de incendio
5407964;7/12/2022;12 Barrios Unidos;RIONEGRO;N/A;KR 59 94B 10;Conato de incendio
5407965;7/12/2022;18 Rafael Uribe Uribe;LA PAZ_;N/A;CL 53 SUR 5B 25;Conato de incendio
5407966;7/12/2022;2 Chapinero;ANTIGUO COUNTRY;N/A;KR 18 86A 85;Conato de incendio
5407967;7/12/2022;5 Usme;BOLONIA;N/A;CL 79 SUR 6B ESTE 58;Conato de incendio
5407968;7/12/2022;11 Suba;COLINA CAMPESTRE;N/A;CL 131B 57A 48;Daño en redes de servicio públicos acueducto
5407969;8/12/2022;7 Bosa;SAN JORGE;N/A;KR 88H BIS 73A SUR 49;Incendio Estructuras
5407970;8/12/2022;10 Engativa;LA SOLEDAD NORTE;N/A;KR 84A 75 80;Conato de incendio
5407971;8/12/2022;8 Kennedy;LAS AMERICAS_;N/A;AC 3 70 28;Daño en redes de servicio públicos acueducto
5407972;8/12/2022;8 Kennedy;MONTERREY;N/A;CL 7D 81B 3;Conato de incendio
5407973;8/12/2022;11 Suba;LAGOS DE CORDOBA;N/A;CL 117D 57 96;Conato de incendio
5407974;8/12/2022;11 Suba;LA ALHAMBRA SECTOR SUR;N/A;AC 116 45 1;Conato de incendio
5407975;8/12/2022;2 Chapinero;PARDO RUBIO;N/A;AK 7 48A 0;Daño en redes de servicio públicos alcantarillado
5407976;8/12/2022;9 Fontibon;URB. PRADO GRANDE;N/A;CL 19A 88 66;Conato de incendio
5407977;8/12/2022;14 Los Martires;LA ESTANZUELA;N/A;KR 19 7 BIS 0;Conato de incendio
5407978;8/12/2022;11 Suba;PRADO VERANIEGO;N/A;KR 46 128 71;Daño en redes de servicio públicos gas
5407979;8/12/2022;11 Suba;SANTA TERESA;N/A;AC 127 91 5;Daño en redes de servicio públicos gas
5407980;8/12/2022;10 Engativa;SANTA ROSITA;N/A;CL 74A 94 26;Conato de incendio
5407981;8/12/2022;19 Ciudad Bolivar;SIERRA MORENA;N/A;TV 73I 73A SUR 24;Incendio Estructuras - Conato Estructural
5407982;8/12/2022;8 Kennedy;CALARCA;N/A;KR 80 46 SUR 71;Daño en redes de servicio públicos gas
5407983;8/12/2022;13 Teusaquillo;TEUSAQUILLO;N/A;KR 14 63;Escape de gas - Daño en redes domiciliarias de servicio públicos gas
5407984;8/12/2022;4 San Cristobal;JUAN REY;N/A;KR 13 ESTE 66 SUR 15;Conato de incendio
5407985;8/12/2022;1 Usaquen;CERROS NORTE;N/A;CL 161A 3B ESTE 28;Caida de árbol
5407986;8/12/2022;18 Rafael Uribe Uribe;BOSQUE DE SAN CARLOS;N/A;KR 12F 30 SUR 61;Accidente de tránsito
5407987;8/12/2022;8 Kennedy;CATALINA;N/A;CL 52A SUR 78J 55;Daño en redes de servicio públicos gas
5407988;8/12/2022;4 San Cristobal;GRANADA;N/A;KR 2 ESTE 22D SUR 27;Daño en redes de servicio públicos energía
5407989;8/12/2022;2 Chapinero;ROSALES;N/A;AV CIRCUNVALAR 82 30;Fenómeno de Remoción en Masa
5407990;8/12/2022;2 Chapinero;SIERRAS DEL CHICO;N/A;AK 7 94 0;Daño en redes de servicio públicos alcantarillado
